restaurant_id,menu_name,price,description,is_representative,image_url
4,에그타르트,"2,700",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2021/9/2/eE7_7iemVY9uyMQV6T5gk7dAgDfTjAJBQN7y_yLs7PZZ2BXzxmqIDTykWlle3omE.jpg
4,빨미까레,"4,000",빨미까레 특성상 배달중 부러지는 경우가 발생할수 있습니다 많은 양해 부탁 드립니다 : ),일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/4/A1QTCR8QdIoE1R9DELv2AylurLd63FD9lk0cT_RYBB9q1oamUn6f8lTp8TIyTuDH.jpg
4,플레인 쿠키,"3,000",호두와 초콜렛이 들어간 쿠키 :-),일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2021/9/2/eE7_7iemVY9uyMQV6T5gk9Tv6PzLe2hG_6PuG0kfJUW6qA2ek2bV_fw4n_E-GSrC.jpg
4,말차 쿠키,"3,500",진한 말차가루! 마카다미아와 화이트초코의 조합 :-),일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/4/A1QTCR8QdIoE1R9DELv2A5nn3vUrPOVniG7QyD2Hf0z2y10jgVL3Xh3MuQwQHvxI.jpg
4,카카오 스모어 쿠키,"3,500",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/4/A1QTCR8QdIoE1R9DELv2A5wHaMa5C7rhxpwlkV9sf5_5zB_-R8sEli1LEeJuBxeN.jpg
4,초코칩 쿠키,"3,500",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2021/9/2/eE7_7iemVY9uyMQV6T5gkxF1p0297nnCOIgIRGnp4JCWpGeFNCuEBpu67Bknjbhq.jpg
4,레몬 쿠키,"3,500",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/4/A1QTCR8QdIoE1R9DELv2A8VT_M_0k3dr7p9-72Nn5W-XmFNEc_QlNZzCTOJg55J3.jpg
4,레몬 마들렌(1개),"2,700",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/4/A1QTCR8QdIoE1R9DELv2A3_WljeDVbrh1DHKTlk6OtnJb_StMd_7q51038PBrYZO.jpg
4,무화과크림치즈 마들렌(1개),"2,700",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/4/A1QTCR8QdIoE1R9DELv2A5Horm4dfaMCIoVUpbMn3Hs-wYEFILLS1MSUEae9_p7i.jpg
4,말차 마들렌(1개),"2,700",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/3/nx4IofvHq3L--NAyXdZ7CanEs-oEQAKrYr9568mDglz7V8kyoXaiQ-RwoVXw-qDny6vpy5I5zfdjcKNA5YzZIQ==.jpg
4,아몬드 초코 마들렌,"2,700",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/3/XUT9xVmIJpUe-Q6HlQ6bx7hSXvDMKCx1-RgABRKuJkCXZSLNtypIADSGUjvX9TbptOka6qJtITRlzBO1AR6ftA==.jpg
4,시나몬 슈가 휘낭시에,"2,700",겉바속쫀 식감에 시나몬 슈가를 묻혀 츄러스와 같은 맛을 더 했습니다 :),일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/7/xBYLCy0j3glytyiTLRAO9kthVh_FLblO3dHO76bvXMqTEemgiWC2IN4JA-H-SyQu.jpg
4,무화과 휘낭시에,"2,700",겉바속쫀의 구움과자 :-) 무화과와 크림치즈가 토핑으로 올라갑니다.,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/3/0AkQ9LrVvVeWV8FZX_D5q0hULTmeaT0MgaO6qnziMi2rvXhqRbSvMg_VP9w3StdjBWlpq888dth2JUK4KMKWSA==.jpg
4,초코 휘낭시에,"2,700",겉바속쫀 식감에 초코 코팅으로 단 맛을 더 했습니다 :),일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/4/A1QTCR8QdIoE1R9DELv2A4sLFazRUPyvKxPoClYKrWbSLHXEIbWIemt_rhSJBZmL.jpg
4,카라멜 휘낭시에,"2,700",겉바속쫀 식감에 설탕을 카라멜화 해서 단 맛을 더 했습니다 :),일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/3/R3bjh9guBTUG4jiP1HtSImP8_p-mQapLED3nHqGhB-CKlyNisbcOZ5bAIIdZg2Nt4M2hIwq9WqhxFAgbmLALrQ==.jpg
4,바닐라까눌레,"2,700",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/4/A1QTCR8QdIoE1R9DELv2A2jD3dnPNuMYd5ad8D3nbEZPAa-_zx2sBDOpWNdwgFef.jpg
4,얼그레이 까눌레,"3,000",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http://imagefarm.baemin.com/smartmenuimage/upload/image/2024/3/3/_Jt_TZ0O5jg7xPoNIxdKgYp1ImogaNGjTgVmma_Y5FLPTTXRspY2QkGLlROb0lInnhXN_q0wE8wgewYY9hmDVQ==.jpg
4,자명문 시그니처 라떼 ( ICE ),"6,000",돌체 베이스로 일반 라떼보다 좀 더 고소하고 달달한 라떼입니다 :),일반,
4,아메리카노,"4,000",설명 없음,일반,
4,디카페인 아메리카노,"4,500",설명 없음,일반,
4,헤이즐넛 아메리카노,"5,000",에스프레소샷+헤이즐넛 시럽이 아닌 자명문의 시그니처 파우더로 만들어드립니다. 파우더 때문에 라떼처럼 보이지만 아메리카노 맞습니다 :),일반,
4,카페라떼,"4,500",설명 없음,일반,
4,자바칩 프라푸치노,"6,000",설명 없음,일반,
4,쿠앤크 프라푸치노,"6,000",설명 없음,일반,
4,민트 초코칩 프라푸치노,"6,000",설명 없음,일반,
4,딸기라떼,"5,500",설명 없음,일반,
4,밀크티,"5,500",설명 없음,일반,
4,자몽 에이드,"5,500",설명 없음,일반,
4,청포도에이드,"5,500",설명 없음,일반,
4,패션후르츠에이드,"5,500",설명 없음,일반,
4,레몬에이드,"5,500",설명 없음,일반,
4,플레인 스무디,"5,500",설명 없음,일반,
4,딸기 스무디,"6,000",설명 없음,일반,
4,블루베리 스무디,"6,000",설명 없음,일반,
4,망고 스무디,"6,000",설명 없음,일반,
4,자몽차,"5,000",설명 없음,일반,
4,레몬차,"5,000",설명 없음,일반,
4,얼그레이,"5,000",설명 없음,일반,
4,페퍼민트,"5,000",설명 없음,일반,
4,캐모마일,"5,000",설명 없음,일반,
6,한우++차돌박이 육사시미,"52,000",설명 없음,대표,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https://ldb-phinf.pstatic.net/20240418_33/171341550882378yDl_JPEG/%C2%F7%B5%B9%B9%DA%C0%CC_%C0%B0%BB%E7%BD%C3%B9%CC.jpg
6,(당일 도축)뭉티기,"58,000",설명 없음,대표,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https://ldb-phinf.pstatic.net/20240418_265/1713415492965cAMqF_JPEG/%B9%B6%C6%BC%B1%E2.jpg
6,한우++육회,"38,000",설명 없음,대표,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https://ldb-phinf.pstatic.net/20240418_276/1713415474071zh6xR_JPEG/%C0%B0%C8%B8.jpg
6,한우++타다끼,"58,000",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https://ldb-phinf.pstatic.net/20240418_144/17134154358067DFy6_JPEG/%C5%B8%B4%D9%B3%A2.jpg
6,한우++불양념육회,"41,000",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https://ldb-phinf.pstatic.net/20240418_79/1713415421425ppbKi_JPEG/%BA%D2%C0%B0%C8%B8.jpg
6,한우++차돌박이 육회,"52,000",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https://ldb-phinf.pstatic.net/20240418_223/1713415404904HgpQX_JPEG/%C2%F7%B5%B9%B9%DA%C0%CC_%C0%B0%C8%B8.jpg
6,성게알&단새우&감태,"45,000",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https://ldb-phinf.pstatic.net/20240418_270/1713415379476he4at_JPEG/%BC%BA%A4%A4%B4%DC%B0%A8.jpg
6,단새우회,"32,000",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https://ldb-phinf.pstatic.net/20240418_177/17134153349182OX6m_JPEG/%B4%DC%BB%F5%BF%EC%C8%B8.jpg
6,한우++육회 비빔밥,"18,000",설명 없음,일반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https://ldb-phinf.pstatic.net/20240418_154/1713415456971oNhzE_JPEG/%C0%B0%C8%B8%BA%F1%BA%F6%B9%E4.jpg
